,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,Wilderness_Area,Cover_Type
5489,3472,322,8,300,46,5180,200,232,171,4170,38,3,7
5490,2616,102,10,30,1,2165,237,227,120,2313,11,3,3
5491,3181,323,5,537,70,1032,207,235,166,2307,31,3,1
5492,3408,303,11,319,20,4950,189,235,186,3997,38,3,7
5493,2152,357,20,0,0,990,185,201,150,417,10,4,4
5494,2788,147,18,270,-34,663,242,235,115,459,30,1,5
5495,2599,20,23,180,51,342,198,185,116,1355,10,3,6
5496,2610,110,14,510,33,649,243,224,107,618,2,3,5
5497,2671,79,19,60,20,2628,241,203,85,1001,10,3,2
5498,2546,85,29,324,53,934,246,178,41,837,4,3,3
5499,2707,71,31,0,0,95,236,164,36,2430,30,1,5
5500,2544,288,13,313,117,1165,183,239,195,577,6,4,6
5501,3066,271,10,180,26,765,195,243,188,1865,24,2,1
5502,3192,175,17,30,-9,2656,227,247,145,2704,29,1,7
5503,3175,93,9,30,-3,2826,234,227,125,2564,29,1,7
5504,3383,169,9,1061,181,3156,227,244,149,1065,38,3,7
5505,2633,135,7,182,-6,990,231,237,138,700,2,3,5
5506,2709,104,2,212,0,1991,222,236,150,4264,12,1,2
5507,2374,131,20,362,177,750,248,225,96,1598,6,4,4
5508,2872,157,16,242,121,2010,236,241,130,805,13,3,5
5509,2245,42,12,0,0,1572,222,213,125,990,17,4,4
5510,3284,352,7,570,14,3664,208,228,158,997,34,3,7
5511,3175,10,12,700,62,3445,207,216,145,3695,29,1,1
5512,2679,66,11,108,9,1235,231,217,117,1879,23,1,2
5513,3183,77,17,85,5,1463,239,206,92,771,39,3,7
5514,3427,4,15,342,79,3870,199,210,147,3310,32,3,7
5515,3277,62,9,134,-7,3000,228,221,125,1935,38,3,7
5516,2491,9,6,30,3,1254,214,228,152,1398,10,3,6
5517,2360,311,29,242,-43,895,129,204,209,1348,10,4,3
5518,2814,103,3,210,4,2145,225,235,145,2316,12,1,2
5519,2414,27,13,134,10,1323,214,211,130,708,10,3,3
5520,2168,75,31,162,117,391,239,166,35,300,10,4,4
5521,3615,84,24,1025,330,2466,245,192,63,1318,40,1,1
5522,2485,343,14,503,95,1140,191,218,165,516,6,4,3
5523,3225,84,9,85,11,2415,233,225,125,2888,29,1,1
5524,2565,134,20,361,112,787,247,226,98,1045,2,3,3
5525,2506,72,5,0,0,1879,226,230,138,1851,17,3,6
5526,2936,22,11,201,27,5006,213,216,138,1825,29,1,5
5527,2661,21,22,124,37,716,199,186,116,1211,33,3,2
5528,2809,83,13,120,39,1809,238,216,106,1771,33,3,5
5529,2653,343,10,192,41,1216,200,225,163,825,11,3,3
5530,2432,35,32,124,28,1110,198,152,68,977,10,3,6
5531,3463,304,10,201,37,5228,192,235,183,4080,38,3,7
5532,2450,26,25,234,25,671,200,178,104,1577,10,4,3
5533,3411,133,15,242,-8,2539,243,231,113,1082,39,3,7
5534,2290,111,29,175,65,531,254,196,48,1761,3,4,4
5535,2747,9,6,150,22,1380,214,228,152,2182,12,1,2
5536,2169,349,16,90,20,300,189,212,160,497,10,4,2
5537,2330,123,41,361,230,828,249,173,0,361,3,4,4
5538,2991,353,17,268,-40,960,188,207,155,2076,32,3,1
5539,3334,13,3,600,39,860,216,233,154,1495,32,3,7
5540,3397,176,10,984,158,2948,225,246,152,1719,38,3,7
5541,2374,238,20,67,20,300,179,253,206,342,3,3,6
5542,3294,328,13,624,192,3506,188,224,175,3583,40,3,7
5543,2178,314,30,30,19,1148,127,201,206,816,17,4,4
5544,2932,177,26,150,24,277,222,244,138,845,13,3,5
5545,3375,276,9,371,53,3882,197,242,184,2083,38,3,7
5546,3260,30,8,120,5,810,218,223,141,1965,23,1,1
5547,3025,341,17,361,20,295,181,212,168,1273,24,3,2
5548,2895,51,10,162,0,3326,225,219,127,4002,12,1,2
5549,3328,73,22,408,99,624,239,193,73,794,24,2,7
5550,2881,216,10,1006,212,2400,210,250,176,1519,13,3,5
5551,2561,0,5,127,12,1556,213,231,156,1642,2,3,5
5552,3359,47,20,150,4,3631,222,193,97,2574,37,1,7
5553,2470,66,8,0,0,404,229,224,128,1265,6,4,4
5554,2087,8,10,0,0,875,208,219,148,808,14,4,4
5555,2809,148,22,551,79,2646,243,232,107,2005,4,3,3
5556,3239,101,20,212,52,918,248,210,81,918,39,3,7
5557,3331,260,10,295,15,3690,196,246,188,1945,32,3,1
5558,3209,278,17,258,54,4020,172,241,207,1492,39,3,1
5559,3257,246,9,558,142,3565,201,247,184,1964,33,3,2
5560,3328,40,7,418,104,2993,221,224,138,3302,32,3,7
5561,3090,36,6,60,3,4825,220,226,143,1383,22,1,1
5562,2604,10,16,255,48,446,200,205,139,949,10,3,3
5563,2709,33,7,481,100,2398,219,226,143,1591,32,3,6
5564,2773,151,18,350,119,1680,240,237,119,983,30,1,5
5565,2247,59,11,0,0,1253,228,216,119,664,2,4,4
5566,2498,61,21,60,15,1316,232,191,82,1237,4,3,6
5567,2828,268,15,331,37,2295,179,245,204,1822,13,3,2
5568,2837,106,20,638,208,2652,249,211,81,1874,10,3,3
5569,2566,77,5,295,21,1282,227,230,138,1390,2,3,5
5570,3157,201,8,510,71,182,217,247,165,2748,23,3,2
5571,3401,314,18,510,73,1584,170,223,192,742,39,3,7
5572,2559,52,27,67,15,2813,222,171,67,895,10,3,6
5573,2965,142,6,0,0,4778,229,239,143,3283,29,1,1
5574,2108,312,14,67,4,990,182,229,187,713,10,4,6
5575,2931,267,16,242,18,5144,178,245,205,1664,29,1,5
5576,2861,143,9,30,-3,1050,233,238,136,2400,17,3,2
5577,2187,230,29,499,144,541,161,251,213,942,1,4,3
5578,2733,334,19,95,26,212,173,211,176,711,30,1,1
5579,2687,317,11,60,-2,1572,191,231,179,2268,17,3,5
5580,2149,59,28,85,8,379,228,168,55,973,10,4,6
5581,2964,84,19,124,32,4607,243,204,83,1434,29,1,2
5582,3291,351,14,1203,274,2038,194,215,159,1994,38,3,7
5583,3128,14,11,371,37,1590,210,217,144,3490,31,3,1
5584,2955,25,15,210,34,2224,211,205,127,2131,22,3,1
5585,3524,315,2,300,110,2912,214,237,161,1909,40,1,1
5586,2928,141,6,30,0,1834,229,238,143,466,32,3,2
5587,2064,130,8,0,0,934,234,236,133,192,1,4,4
5588,2354,107,19,0,0,819,248,215,88,1091,5,4,4
5589,2254,50,19,0,0,395,225,196,97,1733,4,4,4
5590,2228,95,9,0,0,470,234,227,124,1852,3,4,4
5591,2605,49,4,234,7,573,222,230,144,6228,29,1,5
5592,2646,335,25,150,35,1958,156,198,176,2575,24,3,6
5593,2718,129,25,120,-33,390,251,216,76,417,30,1,5
5594,2661,335,27,124,63,2280,148,192,177,2292,24,3,2
5595,2247,140,23,150,84,1401,247,226,94,895,3,4,4
5596,3183,99,5,90,4,5472,228,233,140,2982,23,1,2
5597,2871,82,14,228,47,2385,238,215,105,2271,29,1,2
5598,2882,286,17,350,83,938,170,237,206,1911,13,3,1
5599,2912,305,15,382,114,2121,177,231,193,1209,33,3,1
5600,3279,310,19,60,22,3912,166,224,197,4025,38,1,7
5601,2928,347,34,85,39,1131,136,163,152,819,31,3,2
5602,2102,352,26,228,-78,642,165,184,151,631,10,4,6
5603,3112,133,12,210,33,5128,239,234,122,999,29,1,2
5604,2879,247,14,85,-6,1889,189,250,197,1495,23,3,5
5605,2762,164,11,180,13,940,230,243,144,626,2,3,3
5606,3643,129,3,218,94,2131,225,237,147,2538,40,2,7
5607,2459,3,22,60,22,624,184,192,140,1249,10,4,6
5608,2901,92,23,361,229,1248,249,197,64,850,32,3,5
5609,2830,65,25,228,108,1872,234,182,65,741,33,3,5
5610,2774,58,23,391,100,420,229,184,75,2311,29,1,5
5611,3067,61,16,663,8,607,231,206,103,1008,32,3,2
5612,2568,127,9,30,1,1425,236,234,128,2538,17,3,6
5613,2943,82,3,30,-1,2130,224,233,144,1634,29,1,1
5614,2256,178,9,0,0,1590,224,246,154,1050,17,4,4
5615,2894,73,22,127,-2,1650,239,192,72,1240,33,3,2
5616,2810,65,26,313,161,1187,234,178,61,755,13,3,5
5617,2566,33,7,330,89,741,219,226,143,994,6,4,3
5618,2525,337,17,30,9,949,180,213,172,450,20,3,6
5619,2112,136,31,60,12,825,250,210,63,162,3,4,4
5620,2984,234,34,342,167,1599,143,246,222,503,13,3,2
5621,2678,229,29,255,50,3131,165,251,211,1550,4,3,3
5622,2451,343,18,228,0,914,181,210,165,997,10,4,6
5623,2102,353,30,212,78,277,155,174,146,467,10,4,3
5624,2775,44,20,216,103,1320,220,193,99,883,13,3,5
5625,3033,45,7,175,25,2519,222,225,138,1057,23,1,1
5626,2621,98,8,277,69,2737,234,228,126,845,2,3,3
5627,2577,180,20,256,42,1431,223,248,148,2058,4,3,3
5628,3087,249,14,674,109,6250,188,250,199,1480,29,1,2
5629,2706,93,29,95,54,120,250,181,38,1142,30,1,5
5630,3456,8,11,371,108,4008,207,218,147,3289,40,3,7
5631,2723,127,16,190,69,1560,245,228,108,845,30,1,5
5632,2495,139,26,331,120,324,248,222,86,1106,4,3,3
5633,2177,331,12,0,0,636,192,225,172,1338,16,4,4
5634,2743,230,13,108,11,1911,200,251,187,865,31,3,5
5635,2376,129,39,350,86,785,249,186,25,371,3,4,4
5636,2298,129,21,255,115,1326,249,222,90,999,3,4,4
5637,2506,180,21,60,4,1782,223,248,147,845,4,3,3
5638,2126,291,18,268,119,323,167,234,206,661,1,4,3
5639,2954,163,27,430,203,1869,233,235,113,895,13,3,5
5640,3355,62,4,424,44,771,223,232,145,1952,32,3,7
5641,2955,288,21,247,128,5224,156,233,215,4968,24,1,2
5642,3128,61,5,150,12,390,224,229,141,2207,23,1,1
5643,2665,89,27,30,-13,150,248,185,48,633,30,1,5
5644,2231,190,26,258,106,1153,209,249,157,577,3,4,4
5645,2048,142,16,42,2,882,241,235,118,543,1,4,4
5646,2385,357,25,42,14,1426,173,186,144,446,10,4,6
5647,2839,218,20,658,77,4105,195,254,190,1574,13,3,2
5648,2312,122,27,216,115,816,253,206,61,1495,3,4,4
5649,2712,27,12,258,33,2310,215,215,135,1924,32,3,6
5650,2149,316,35,90,54,601,107,186,207,870,10,4,6
5651,2454,350,26,190,99,924,165,188,154,631,10,4,6
5652,2338,133,9,30,0,1463,235,236,131,402,6,4,4
5653,2898,27,6,150,7,1865,217,226,145,1509,32,3,5
5654,3260,17,9,0,0,3174,213,221,145,2598,23,3,7
5655,2849,120,19,256,78,558,249,220,91,1203,30,1,5
5656,2745,18,9,30,1,598,213,220,144,2455,17,3,2
5657,2877,45,12,234,35,2377,223,213,122,1205,24,3,1
5658,3248,224,14,212,26,3863,201,253,186,2605,23,1,7
5659,2650,127,5,446,102,616,228,237,143,1364,2,3,3
5660,3403,177,18,430,244,1620,226,247,147,684,40,3,7
5661,2935,32,12,162,26,4981,217,214,131,1812,29,1,5
5662,2752,63,24,234,95,234,233,183,69,849,30,1,5
5663,2358,136,22,323,161,745,248,224,92,1590,3,4,4
5664,2857,223,13,926,85,2310,203,252,183,1597,17,3,5
5665,3421,324,14,525,52,2024,183,224,180,618,38,3,7
5666,2449,185,28,0,0,674,212,246,149,1040,4,3,3
5667,3311,354,19,552,173,3759,185,204,154,3618,40,3,7
5668,2960,303,20,256,52,1857,162,227,204,966,29,1,2
5669,2625,79,8,30,-8,2230,231,225,126,2524,17,3,6
5670,2924,85,10,95,-1,1725,235,223,119,1518,23,3,2
5671,3324,5,15,85,24,2324,199,209,145,430,39,3,7
5672,2262,308,31,90,52,860,122,204,215,649,10,4,3
5673,2492,135,6,0,0,860,229,237,142,5494,18,1,5
5674,2855,100,24,162,110,2101,251,199,62,711,13,3,5
5675,3266,67,14,67,1,2300,233,211,107,2805,39,1,7
5676,3385,222,28,674,262,3283,174,253,202,2801,39,1,1
5677,3355,5,17,376,161,4246,196,205,143,3860,40,3,7
5678,2796,145,18,240,-26,693,242,234,115,430,30,1,5
5679,3264,22,24,201,80,4268,197,182,112,1343,38,1,7
5680,2486,40,22,30,9,942,216,185,95,949,10,4,3
5681,3401,324,11,531,49,5150,192,228,176,3219,38,3,7
5682,2708,73,7,256,24,339,229,226,131,1074,11,3,5
5683,2917,175,13,30,0,3707,227,247,149,1907,12,1,1
5684,2840,97,11,360,58,2053,239,224,114,2831,29,1,2
5685,2899,162,12,443,55,2512,232,243,141,1996,26,3,5
5686,2685,299,29,240,126,1224,128,215,221,824,33,3,6
5687,2564,60,5,0,0,1813,224,229,140,1909,17,3,6
5688,2991,171,8,210,39,4198,226,244,151,2256,30,1,2
5689,2761,116,14,0,0,514,244,226,107,277,30,1,5
5690,2257,128,25,127,69,1273,251,216,77,1022,3,4,4
5691,2291,129,16,0,0,1065,244,229,108,306,6,4,4
5692,2313,350,26,335,188,1025,164,186,154,1269,10,4,3
5693,3182,122,6,134,7,3510,230,235,138,4585,29,1,1
5694,2402,262,24,216,134,1295,155,244,223,604,1,4,6
5695,3381,272,6,120,13,4204,204,242,176,4147,39,1,7
5696,3191,198,9,430,18,1651,217,248,165,190,23,3,1
5697,2034,55,22,30,-2,547,228,188,83,524,10,4,4
5698,2708,84,29,108,40,120,246,176,38,1549,30,1,5
5699,2775,194,23,234,76,832,210,251,164,2030,4,3,5
5700,2335,252,11,30,-1,180,196,248,190,201,3,3,6
5701,3708,0,13,1128,299,5125,201,216,152,3309,40,3,7
5702,3254,304,32,150,30,2899,116,205,220,2436,39,1,1
5703,3335,86,10,361,72,1020,235,223,119,1302,39,3,7
5704,2273,327,25,60,41,1574,150,202,187,721,6,4,6
5705,3338,9,24,134,45,2542,185,184,129,2644,39,1,1
5706,2763,75,31,192,110,212,240,165,32,1777,30,1,5
5707,3140,265,14,283,39,5708,183,245,201,2902,22,1,2
5708,3197,107,20,192,38,892,250,212,81,789,39,3,7
5709,2535,194,4,0,0,95,219,243,160,1452,2,3,6
5710,2977,346,10,210,29,4012,200,223,162,2143,29,1,2
5711,3101,322,3,0,0,5428,212,236,162,3089,23,1,2
5712,2396,337,8,0,0,752,203,229,165,1165,10,3,6
5713,3207,99,12,300,45,4082,240,223,112,1298,22,1,2
5714,2041,112,25,30,2,510,253,203,62,685,1,4,4
5715,2784,87,31,240,-110,242,247,173,31,2467,30,1,5
5716,3172,30,9,0,0,5224,218,220,137,1053,29,1,1
5717,3291,80,24,300,12,1663,244,189,62,1742,39,1,1
5718,2924,53,14,0,0,4740,227,210,113,1964,23,1,5
5719,2809,64,23,240,126,268,234,187,73,1630,29,1,5
5720,2329,90,6,0,0,1385,230,230,134,285,6,4,4
5721,3248,14,8,60,3,3212,213,224,148,2805,39,3,7
5722,3237,339,20,362,36,1630,175,208,170,450,31,3,1
5723,3419,77,20,0,0,1729,241,199,80,1819,39,2,7
5724,2376,213,11,301,82,1110,210,251,175,691,6,4,4
5725,3010,124,27,485,233,888,253,209,65,949,30,1,2
5726,3390,126,8,60,-9,4310,234,235,132,4200,23,3,7
5727,2970,146,2,0,0,2433,221,238,153,1712,29,1,2
5728,2228,319,5,0,0,446,206,235,168,979,16,4,4
5729,2207,347,28,42,17,1648,154,181,157,192,14,4,6
5730,2160,34,28,150,65,242,203,167,83,579,10,4,6
5731,2299,333,23,108,41,693,162,204,178,525,10,4,3
5732,2720,36,17,30,0,1308,217,201,114,2255,23,1,5
5733,2095,104,15,0,0,967,244,220,102,713,3,4,4
5734,2617,122,15,85,13,2045,244,227,107,2656,4,3,3
5735,3087,324,7,192,5,216,203,233,169,1917,23,2,1
5736,3261,162,15,218,37,3234,233,243,136,2072,29,1,7
5737,2455,204,18,30,-1,1167,208,253,175,658,4,3,3
5738,2435,306,15,216,59,960,177,230,193,940,10,4,6
5739,3236,63,5,553,88,5863,225,229,139,2445,29,1,2
5740,2411,37,22,192,23,819,213,186,99,1027,10,4,6
5741,3320,5,10,418,47,1978,207,220,150,1316,31,3,1
5742,2489,257,23,255,74,577,160,246,220,330,10,4,6
5743,2913,321,16,95,14,4784,178,223,184,1771,23,1,5
5744,2333,70,7,0,0,417,228,226,132,1396,14,4,4
5745,2555,49,14,418,107,552,225,210,116,1110,2,3,6
5746,2909,77,10,120,6,4759,233,221,119,1499,30,1,2
5747,2352,121,33,180,80,1154,254,193,39,787,3,4,3
5748,2748,98,17,192,44,335,245,214,92,470,30,1,5
5749,3312,86,13,60,12,2256,239,217,107,2766,39,1,7
5750,2870,100,20,268,90,2043,249,208,79,1421,13,3,5
5751,2974,322,11,360,53,1723,192,229,177,589,31,3,2
5752,2225,8,3,0,0,850,216,232,154,391,10,4,4
5753,2913,173,17,210,58,511,228,246,143,1040,13,3,5
5754,2790,188,22,277,91,819,216,250,157,2024,4,3,5
5755,2126,5,39,85,41,933,142,136,109,641,10,4,3
5756,3344,207,20,730,117,4068,203,254,179,2044,38,1,7
5757,3015,4,7,30,0,1980,211,226,153,3097,31,3,2
5758,3400,175,14,446,116,2180,227,247,149,531,38,3,7
5759,3281,64,11,95,-3,2963,230,217,118,1897,38,3,7
5760,3397,4,19,604,212,4119,192,201,143,3607,40,3,7
5761,3849,353,9,984,73,4592,204,224,158,2642,40,3,7
5762,2016,40,28,150,40,470,210,168,78,560,10,4,6
5763,2729,57,11,201,59,218,228,217,121,2099,29,1,5
5764,2791,69,21,228,116,1304,237,194,79,859,13,3,5
5765,3377,169,25,300,148,3813,229,241,127,3042,39,3,7
5766,2378,354,9,0,0,618,206,225,158,1445,5,4,4
5767,3365,122,16,67,14,4337,245,226,105,4027,23,3,7
5768,2349,62,8,0,0,484,227,223,130,850,2,4,4
5769,2762,357,9,658,1,1529,207,225,156,900,23,1,2
5770,3437,61,19,120,-7,3207,232,198,91,2324,35,1,7
5771,2368,102,26,242,74,1026,252,196,55,631,6,4,4
5772,2457,69,20,153,34,1565,237,198,84,390,10,3,3
5773,2758,342,14,335,112,1952,190,218,166,2101,10,3,6
5774,2671,45,13,85,18,2043,223,210,119,1892,10,3,6
5775,2387,37,17,234,91,902,217,200,113,947,10,4,6
5776,2308,147,35,42,28,1616,242,213,69,698,3,4,3
5777,3384,20,22,85,24,2444,200,189,119,1383,39,3,7
5778,2464,90,1,0,0,30,221,236,151,1266,10,3,6
5779,2212,316,16,30,5,1613,176,225,188,242,14,4,6
5780,3229,228,6,108,15,4954,211,246,172,497,22,1,1
5781,2205,27,30,300,168,516,191,159,87,379,10,4,3
5782,2241,90,6,0,0,1478,230,230,134,371,14,4,4
5783,2183,330,25,180,58,552,153,201,182,212,10,4,6
5784,2136,108,35,124,85,485,254,177,20,182,3,4,4
5785,2130,45,5,0,0,1209,221,229,143,1406,17,4,4
5786,2710,131,10,67,-3,2291,236,235,129,2435,11,3,3
5787,2340,66,15,210,-18,361,233,210,105,702,2,4,3
5788,2741,64,11,342,67,362,230,217,118,2363,29,1,5
5789,2464,308,25,270,138,150,143,215,208,1549,10,4,3
5790,2389,12,10,60,9,150,210,220,146,295,10,3,6
5791,2359,335,28,108,50,216,146,190,176,108,10,4,3
5792,2702,324,22,127,56,2132,160,211,188,2341,10,3,6
5793,2102,288,3,0,0,1350,211,239,166,888,17,4,4
5794,2129,259,12,210,96,342,190,247,195,379,1,4,3
5795,2466,93,12,30,-16,618,239,221,110,792,11,3,6
5796,2242,126,38,201,129,1015,250,185,23,417,3,4,4
5797,3293,96,20,242,60,2066,248,206,77,1338,39,1,7
5798,2284,112,29,150,59,509,254,196,47,1782,3,4,4
5799,2646,108,13,85,20,2240,242,224,109,2454,2,3,3
5800,2425,26,17,192,20,785,210,201,123,1061,10,4,6
5801,3336,32,16,485,162,3513,215,204,122,1907,39,3,7
5802,2808,311,14,0,0,2268,182,230,187,872,33,3,5
5803,2432,71,21,42,14,938,238,194,77,953,2,3,6
5804,3313,121,19,638,90,2985,248,221,93,2731,33,3,1
5805,2617,15,14,30,0,1652,207,211,139,1383,29,1,2
5806,2569,256,30,424,81,785,139,242,233,1129,2,3,3
5807,2074,216,21,0,0,1068,194,254,189,335,17,4,4
5808,3337,317,8,270,69,5368,198,233,174,953,39,1,1
5809,2434,326,23,127,3,841,157,207,187,1036,10,4,6
5810,3174,266,9,540,82,953,197,244,187,870,23,3,2
5811,2751,343,16,30,7,2233,185,213,166,882,23,3,1
5812,3032,349,10,127,21,4635,202,224,160,612,30,1,1
5813,3388,159,15,216,16,4205,235,242,133,3379,33,3,7
5814,3312,11,14,525,107,2800,205,212,142,2230,38,3,7
5815,2120,104,10,30,3,1256,237,228,121,454,3,4,4
5816,2316,99,21,474,22,1357,249,206,76,938,2,4,4
5817,3138,243,2,30,0,2206,215,240,163,2639,23,1,7
5818,2402,90,18,408,12,939,244,209,89,932,2,4,3
5819,3011,7,20,362,-20,1027,191,195,137,2055,32,3,1
5820,2295,107,25,212,101,900,253,202,62,1410,3,4,4
5821,2550,113,16,42,8,1718,246,222,100,1711,4,3,3
5822,2739,340,6,0,0,1146,207,231,163,2239,17,3,5
5823,2655,21,13,741,45,630,211,212,135,1652,29,1,2
5824,2545,188,28,228,141,1530,210,247,153,741,4,3,3
5825,3319,125,20,765,203,2826,249,222,92,2591,33,3,7
5826,3346,122,10,361,111,3130,238,232,124,3241,39,3,7
5827,2112,237,25,234,48,540,167,252,214,1065,1,4,6
5828,2836,342,25,124,38,1259,162,195,167,1674,24,3,1
5829,2444,107,19,30,7,598,248,214,87,1282,5,4,4
5830,2669,144,15,285,35,2187,240,236,122,2474,4,3,3
5831,2318,207,10,30,4,537,214,249,170,644,17,4,4
5832,3067,342,7,0,0,3472,206,230,162,2912,23,3,1
5833,2602,166,8,240,80,1566,227,243,149,1600,4,3,3
5834,3152,69,11,60,4,5490,232,218,116,2164,29,1,2
5835,2387,48,17,42,-3,703,224,202,106,847,10,4,3
5836,2605,128,23,67,22,1790,250,220,85,2846,4,3,3
5837,1929,172,16,90,30,108,229,246,143,787,3,4,3
5838,1967,40,35,180,112,180,199,143,54,918,5,4,6
5839,2962,251,14,268,46,5274,187,249,199,1744,29,1,2
5840,2701,69,7,30,-5,2389,228,226,131,524,31,3,5
5841,2830,76,9,170,24,2438,232,223,124,2922,29,1,2
5842,2303,65,10,0,0,175,230,221,123,1131,14,4,6
5843,2626,345,13,120,15,2052,193,218,164,2594,24,3,6
5844,2279,207,17,90,17,297,207,253,177,376,10,4,3
5845,2682,145,10,342,152,2329,234,239,136,942,4,3,3
5846,2951,313,8,90,15,4827,198,234,176,2107,29,1,5
5847,2746,93,13,30,7,953,240,220,108,1466,23,3,6
5848,3056,37,5,90,0,3795,220,229,145,589,23,1,1
5849,3072,36,9,30,0,1578,220,221,136,725,32,3,1
5850,2254,96,33,283,182,600,251,174,24,212,3,4,4
5851,2911,153,8,443,79,684,231,241,142,1492,11,3,5
5852,3044,2,7,30,3,3681,211,227,154,484,23,1,1
5853,3370,133,10,30,4,4412,236,236,130,4187,23,3,7
5854,3095,315,5,30,4,1279,206,236,168,1521,24,2,1
5855,2895,184,15,553,261,983,223,249,156,1800,32,3,2
5856,3170,27,2,268,17,1549,218,234,153,335,23,3,1
5857,2285,142,21,228,122,1406,245,229,101,907,3,4,4
5858,3412,283,3,470,-41,902,211,239,167,693,38,2,7
5859,2625,47,8,170,33,1784,223,223,134,979,3,3,3
5860,2931,283,26,778,554,854,138,230,227,2642,33,3,2
5861,3246,6,10,124,20,5998,208,222,150,510,22,1,1
5862,3307,352,18,60,9,3434,185,205,156,2442,23,3,7
5863,2756,17,13,604,57,180,208,212,139,849,11,3,5
5864,2940,3,16,443,47,738,197,208,146,1872,29,1,2
5865,3084,306,19,488,271,1200,165,226,200,1172,33,3,1
5866,2919,264,7,408,19,5490,202,244,181,3945,29,1,2
5867,2441,101,5,335,95,1231,228,233,139,751,6,4,6
5868,2109,326,27,228,104,268,143,198,189,589,10,4,3
5869,2107,354,7,0,0,1260,209,228,157,1006,17,4,4
5870,2481,50,13,531,89,589,225,212,119,1048,6,4,6
5871,2396,102,13,0,0,663,241,223,110,1153,14,3,6
5872,3356,236,2,309,27,904,216,240,162,2041,32,3,7
5873,2823,121,11,153,8,2125,239,231,120,2239,26,3,5
5874,2263,68,13,0,0,1080,233,214,111,939,6,4,4
5875,3188,71,11,633,113,1584,233,218,115,2568,32,3,1
5876,3107,176,7,30,-4,600,224,244,154,2014,23,1,1
5877,2115,163,16,42,5,1293,233,243,135,1008,1,4,4
5878,2222,229,14,0,0,1266,199,252,188,424,17,4,4
5879,2746,64,22,212,89,216,234,189,76,875,30,1,5
5880,2217,340,12,0,0,1140,195,223,166,366,17,4,4
5881,2502,212,17,42,9,949,204,254,181,732,2,3,3
5882,2367,58,12,268,160,150,228,214,117,1382,2,4,3
5883,2149,289,31,319,248,342,119,219,232,277,10,4,3
5884,2361,29,19,0,0,765,210,195,115,1116,10,4,4
5885,2121,162,23,0,0,1224,235,238,120,1240,1,4,4
5886,2126,333,4,30,-6,1307,210,234,163,1332,17,4,4
5887,2293,111,28,255,106,1032,254,197,50,1290,3,4,4
5888,2776,118,18,108,-20,560,248,221,93,277,30,1,5
5889,2827,94,34,201,67,295,250,167,17,2616,30,1,5
5890,2719,64,24,124,70,134,233,184,70,1984,30,1,5
5891,2323,80,21,60,41,1269,243,197,74,883,3,4,3
5892,3408,124,11,0,0,2854,238,232,124,755,35,3,7
5893,3397,166,6,825,191,1310,225,242,151,1891,38,3,7
5894,3363,351,11,735,92,1194,199,221,159,1702,38,3,7
5895,2030,18,18,42,12,467,203,199,128,524,10,4,4
5896,2228,358,7,30,0,1316,209,227,156,618,14,4,6
5897,2256,304,26,240,177,713,138,216,213,972,10,4,6
5898,2690,261,12,67,-4,1425,191,246,194,1090,23,3,5
5899,2910,168,24,190,55,390,231,241,127,949,13,3,5
5900,2573,94,4,331,28,1348,225,234,144,1492,2,3,5
5901,2636,79,14,150,40,2197,237,215,106,2293,11,3,3
5902,3359,45,3,450,48,769,220,232,149,1864,32,3,7
5903,3087,17,32,495,216,495,177,158,101,1852,30,1,1
5904,2297,179,13,30,9,212,225,247,152,474,11,4,4
5905,2744,81,11,170,25,1702,235,219,114,642,29,1,2
5906,2821,102,13,242,60,2134,241,223,110,3013,12,1,1
5907,2503,354,12,190,20,480,200,218,156,1513,6,4,3
5908,3322,145,26,534,157,1697,245,225,91,1328,33,2,1
5909,2880,57,22,150,63,2447,229,188,81,2108,33,3,1
5910,3206,304,7,124,-7,3302,201,237,175,1410,22,1,1
5911,2882,317,15,636,116,2192,178,225,186,793,11,3,5
5912,3049,293,5,306,62,2471,205,239,173,1025,29,1,1
5913,3220,271,13,42,6,3178,186,244,197,1400,23,3,1
5914,2764,335,9,446,117,2003,200,228,167,2138,10,3,6
5915,2943,355,14,30,5,2329,196,214,155,1775,33,3,1
5916,3397,193,10,932,158,2930,219,249,163,1809,38,3,7
5917,2272,37,24,67,2,534,211,180,93,779,10,4,6
5918,2260,352,27,30,1,1683,164,184,151,872,10,4,4
5919,2551,324,27,108,49,891,141,199,192,390,33,3,6
5920,2131,147,27,30,11,1100,244,225,91,450,3,4,4
5921,3468,309,15,216,21,1463,178,229,191,1850,40,2,7
5922,3243,81,11,67,4,2723,235,219,114,1666,38,3,7
5923,2945,252,18,421,47,5615,176,249,209,5686,29,1,2
5924,2045,45,2,30,1,876,220,234,151,571,17,4,4
5925,2347,353,19,108,22,1537,183,202,154,547,10,4,6
5926,2917,304,17,67,19,3461,172,229,197,1515,29,1,2
5927,2456,325,19,400,98,845,169,216,185,1172,10,4,6
5928,2683,349,8,180,7,1537,205,226,160,1332,11,3,3
5929,2784,55,25,309,105,324,226,178,71,1922,29,1,5
5930,2233,332,8,0,0,1485,201,230,168,631,17,4,4
